,Transaction ID,Date,Time,Type,Name,Emoji,Category,Amount,Currency,Local amount,Local currency,Notes and #tags,Address,Receipt,Description,Category split,Money Out,Money In
54,,2020-01-02,,,,,Sales,29.95,GDP,29.9546,GDP,,,,,,,
55,,2020-01-02,,,,,Sales,18.18,GDP,18.1753,GDP,,,,,,,
56,,2020-01-02,,,,,Sales,14.52,GDP,14.51892,GDP,,,,,,,
57,,2020-01-02,,,,,Sales,7.31,GDP,7.31276,GDP,,,,,,,
58,,2020-01-02,,,,,Sales,36.99,GDP,36.9902,GDP,,,,,,,
59,,2020-01-02,,,,,Sales,5.58,GDP,5.57518,GDP,,,,,,,
60,,2020-01-02,,,,,Rent and Utilities,-287.7,GDP,-287.69664,GDP,,,,,,,
61,,2020-01-02,,,,,Sales,33.4,GDP,33.39778,GDP,,,,,,,
62,,2020-01-02,,,,,Sales,9.91,GDP,9.9138,GDP,,,,,,,
63,,2020-01-02,,,,,Tips,36.88,GDP,36.8836,GDP,,,,,,,
64,,2020-01-02,,,,,Sales,12.76,GDP,12.76002,GDP,,,,,,,
65,,2020-01-02,,,,,Sales,19.48,GDP,19.47582,GDP,,,,,,,
66,,2020-01-02,,,,,Sales,12.74,GDP,12.7387,GDP,,,,,,,
67,,2020-01-02,,,,,Sales,9.49,GDP,9.4874,GDP,,,,,,,
68,,2020-01-02,,,,,Sales,26.82,GDP,26.82056,GDP,,,,,,,
69,,2020-01-02,,,,,Sales,15.89,GDP,15.89406,GDP,,,,,,,
70,,2020-01-02,,,,,Sales,14.89,GDP,14.89202,GDP,,,,,,,
71,,2020-01-02,,,,,Sales,34.05,GDP,34.04804,GDP,,,,,,,
72,,2020-01-02,,,,,Sales,30.3,GDP,30.29572,GDP,,,,,,,
73,,2020-01-02,,,,,Sales,12.15,GDP,12.1524,GDP,,,,,,,
74,,2020-01-02,,,,,Sales,20.91,GDP,20.91492,GDP,,,,,,,
75,,2020-01-02,,,,,Sales,17.06,GDP,17.056,GDP,,,,,,,
76,,2020-01-02,,,,,Sales,13.24,GDP,13.23972,GDP,,,,,,,
77,,2020-01-02,,,,,Sales,25.74,GDP,25.7439,GDP,,,,,,,
78,,2020-01-02,,,,,Sales,27.59,GDP,27.58808,GDP,,,,,,,
79,,2020-01-02,,,,,Sales,26.58,GDP,26.57538,GDP,,,,,,,
80,,2020-01-02,,,,,Food and Beverage Cost,-267.3,GDP,-267.30088,GDP,,,,,,,
81,,2020-01-02,,,,,Sales,12.98,GDP,12.98388,GDP,,,,,,,
82,,2020-01-02,,,,,Sales,6.09,GDP,6.08686,GDP,,,,,,,
83,,2020-01-02,,,,,Sales,22.49,GDP,22.4926,GDP,,,,,,,
84,,2020-01-02,,,,,Sales,7.28,GDP,7.28078,GDP,,,,,,,
85,,2020-01-02,,,,,Sales,13.12,GDP,13.12246,GDP,,,,,,,
86,,2020-01-02,,,,,Sales,29.45,GDP,29.45358,GDP,,,,,,,
87,,2020-01-03,,,,,Sales,5.6,GDP,5.5965,GDP,,,,,,,
88,,2020-01-03,,,,,Sales,35.82,GDP,35.8176,GDP,,,,,,,
89,,2020-01-03,,,,,Sales,17.65,GDP,17.65296,GDP,,,,,,,
90,,2020-01-03,,,,,Sales,36.6,GDP,36.59578,GDP,,,,,,,
91,,2020-01-03,,,,,Sales,12,GDP,12.00316,GDP,,,,,,,
92,,2020-01-03,,,,,Sales,6.89,GDP,6.88636,GDP,,,,,,,
93,,2020-01-03,,,,,Sales,18.81,GDP,18.8149,GDP,,,,,,,
94,,2020-01-03,,,,,Sales,13.11,GDP,13.1118,GDP,,,,,,,
95,,2020-01-03,,,,,Sales,36.34,GDP,36.33994,GDP,,,,,,,
96,,2020-01-03,,,,,Sales,37.01,GDP,37.01152,GDP,,,,,,,
97,,2020-01-03,,,,,Sales,31.28,GDP,31.27644,GDP,,,,,,,
98,,2020-01-03,,,,,Tips,19,GDP,18.99612,GDP,,,,,,,
99,,2020-01-03,,,,,Sales,15.6,GDP,15.59558,GDP,,,,,,,
100,,2020-01-03,,,,,Rent and Utilities,-297.66,GDP,-297.65736,GDP,,,,,,,
101,,2020-01-03,,,,,Sales,19.13,GDP,19.1347,GDP,,,,,,,
102,,2020-01-03,,,,,Tips,17.08,GDP,17.07732,GDP,,,,,,,
103,,2020-01-03,,,,,Sales,15.82,GDP,15.81944,GDP,,,,,,,
104,,2020-01-03,,,,,Tips,23.39,GDP,23.38804,GDP,,,,,,,
105,,2020-01-03,,,,,Sales,22.29,GDP,22.29006,GDP,,,,,,,
106,,2020-01-03,,,,,Sales,19.1,GDP,19.10272,GDP,,,,,,,
107,,2020-01-03,,,,,Sales,29.45,GDP,29.45358,GDP,,,,,,,
108,,2020-01-03,,,,,Sales,34.65,GDP,34.645,GDP,,,,,,,
109,,2020-01-03,,,,,Sales,12.09,GDP,12.08844,GDP,,,,,,,
110,,2020-01-03,,,,,Sales,21.38,GDP,21.38396,GDP,,,,,,,
111,,2020-01-03,,,,,Sales,6.58,GDP,6.57722,GDP,,,,,,,
112,,2020-01-03,,,,,Sales,5.84,GDP,5.84168,GDP,,,,,,,
113,,2020-01-03,,,,,Sales,14.75,GDP,14.75344,GDP,,,,,,,
114,,2020-01-03,,,,,Sales,7.32,GDP,7.32342,GDP,,,,,,,
115,,2020-01-03,,,,,Sales,28.55,GDP,28.54748,GDP,,,,,,,
116,,2020-01-03,,,,,Sales,13.28,GDP,13.28236,GDP,,,,,,,
117,,2020-01-03,,,,,Sales,37.08,GDP,37.07548,GDP,,,,,,,
118,,2020-01-03,,,,,Sales,25.26,GDP,25.2642,GDP,,,,,,,
119,,2020-01-04,,,,,Sales,21.7,GDP,21.70376,GDP,,,,,,,
120,,2020-01-04,,,,,Food and Beverage Cost,-286.49,GDP,-286.48928,GDP,,,,,,,
121,,2020-01-04,,,,,Tips,18.72,GDP,18.71896,GDP,,,,,,,
122,,2020-01-04,,,,,Sales,32.31,GDP,32.31046,GDP,,,,,,,
123,,2020-01-04,,,,,Sales,30.54,GDP,30.5409,GDP,,,,,,,
124,,2020-01-04,,,,,Tips,25.36,GDP,25.36014,GDP,,,,,,,
125,,2020-01-04,,,,,Sales,12.72,GDP,12.71738,GDP,,,,,,,
126,,2020-01-04,,,,,Sales,28.2,GDP,28.1957,GDP,,,,,,,
127,,2020-01-04,,,,,Sales,20.58,GDP,20.58446,GDP,,,,,,,
128,,2020-01-04,,,,,Sales,11.78,GDP,11.7793,GDP,,,,,,,
129,,2020-01-04,,,,,Tips,5.72,GDP,5.72442,GDP,,,,,,,
130,,2020-01-04,,,,,Sales,33.14,GDP,33.14194,GDP,,,,,,,
131,,2020-01-04,,,,,Sales,16.46,GDP,16.45904,GDP,,,,,,,
132,,2020-01-04,,,,,Sales,9.36,GDP,9.35948,GDP,,,,,,,
133,,2020-01-04,,,,,Tips,29.29,GDP,29.29368,GDP,,,,,,,
134,,2020-01-04,,,,,Sales,10.31,GDP,10.30822,GDP,,,,,,,
135,,2020-01-04,,,,,Sales,32.12,GDP,32.11858,GDP,,,,,,,
136,,2020-01-04,,,,,Sales,20.66,GDP,20.65908,GDP,,,,,,,
137,,2020-01-04,,,,,Sales,29.58,GDP,29.5815,GDP,,,,,,,
138,,2020-01-04,,,,,Sales,7.72,GDP,7.71784,GDP,,,,,,,
139,,2020-01-04,,,,,Tips,6.39,GDP,6.38534,GDP,,,,,,,
140,,2020-01-04,,,,,Food and Beverage Cost,-351.01,GDP,-351.00758,GDP,,,,,,,
141,,2020-01-04,,,,,Sales,35.83,GDP,35.82826,GDP,,,,,,,
142,,2020-01-04,,,,,Sales,11.02,GDP,11.02244,GDP,,,,,,,
143,,2020-01-04,,,,,Sales,16.41,GDP,16.40574,GDP,,,,,,,
144,,2020-01-04,,,,,Sales,20.67,GDP,20.66974,GDP,,,,,,,
145,,2020-01-04,,,,,Sales,33.31,GDP,33.3125,GDP,,,,,,,
146,,2020-01-04,,,,,Sales,12.18,GDP,12.18438,GDP,,,,,,,
147,,2020-01-04,,,,,Sales,26.59,GDP,26.58604,GDP,,,,,,,
148,,2020-01-04,,,,,Sales,8.55,GDP,8.54932,GDP,,,,,,,
149,,2020-01-04,,,,,Sales,14.22,GDP,14.22044,GDP,,,,,,,
150,,2020-01-04,,,,,Sales,8.49,GDP,8.48536,GDP,,,,,,,
151,,2020-01-05,,,,,Sales,15.64,GDP,15.63822,GDP,,,,,,,
152,,2020-01-05,,,,,Sales,25.18,GDP,25.17892,GDP,,,,,,,
153,,2020-01-05,,,,,Sales,30.55,GDP,30.55156,GDP,,,,,,,
154,,2020-01-05,,,,,Sales,30.09,GDP,30.09318,GDP,,,,,,,
155,,2020-01-05,,,,,Sales,9.79,GDP,9.78588,GDP,,,,,,,
156,,2020-01-05,,,,,Sales,9.03,GDP,9.02902,GDP,,,,,,,
157,,2020-01-05,,,,,Sales,6.31,GDP,6.31072,GDP,,,,,,,
158,,2020-01-05,,,,,Sales,14.82,GDP,14.8174,GDP,,,,,,,
159,,2020-01-05,,,,,Tips,36.7,GDP,36.70238,GDP,,,,,,,
160,,2020-01-05,,,,,Food and Beverage Cost,-396.7,GDP,-396.704,GDP,,,,,,,
161,,2020-01-05,,,,,Sales,16.31,GDP,16.3098,GDP,,,,,,,
162,,2020-01-05,,,,,Tips,21.97,GDP,21.97026,GDP,,,,,,,
163,,2020-01-05,,,,,Tips,32.67,GDP,32.6729,GDP,,,,,,,
164,,2020-01-05,,,,,Sales,33.89,GDP,33.88814,GDP,,,,,,,
165,,2020-01-05,,,,,Sales,36.09,GDP,36.09476,GDP,,,,,,,
166,,2020-01-05,,,,,Sales,19.06,GDP,19.06008,GDP,,,,,,,
167,,2020-01-05,,,,,Sales,14.72,GDP,14.72146,GDP,,,,,,,
168,,2020-01-05,,,,,Sales,31.34,GDP,31.3404,GDP,,,,,,,
169,,2020-01-05,,,,,Sales,12.61,GDP,12.61078,GDP,,,,,,,
170,,2020-01-05,,,,,Sales,10.1,GDP,10.09502,GDP,,,,,,,
171,,2020-01-05,,,,,Tips,13.85,GDP,13.84734,GDP,,,,,,,
172,,2020-01-05,,,,,Tips,16.54,GDP,16.54432,GDP,,,,,,,
173,,2020-01-05,,,,,Sales,28.82,GDP,28.82464,GDP,,,,,,,
174,,2020-01-05,,,,,Sales,20.17,GDP,20.16872,GDP,,,,,,,
175,,2020-01-05,,,,,Sales,32.28,GDP,32.27848,GDP,,,,,,,
176,,2020-01-05,,,,,Sales,8.42,GDP,8.4214,GDP,,,,,,,
177,,2020-01-05,,,,,Sales,18.76,GDP,18.7616,GDP,,,,,,,
178,,2020-01-05,,,,,Sales,12.18,GDP,12.18438,GDP,,,,,,,
179,,2020-01-05,,,,,Sales,9.56,GDP,9.56202,GDP,,,,,,,
180,,2020-01-05,,,,,Marketing,-247.91,GDP,-247.90766,GDP,,,,,,,
181,,2020-01-05,,,,,Sales,32.07,GDP,32.06528,GDP,,,,,,,
182,,2020-01-06,,,,,Sales,34.75,GDP,34.7516,GDP,,,,,,,
183,,2020-01-06,,,,,Sales,7.53,GDP,7.52596,GDP,,,,,,,
184,,2020-01-06,,,,,Sales,18.4,GDP,18.39916,GDP,,,,,,,
185,,2020-01-06,,,,,Sales,31.06,GDP,31.06324,GDP,,,,,,,
186,,2020-01-06,,,,,Sales,19.31,GDP,19.30526,GDP,,,,,,,
187,,2020-01-06,,,,,Sales,36.61,GDP,36.60644,GDP,,,,,,,
188,,2020-01-06,,,,,Sales,17.59,GDP,17.589,GDP,,,,,,,
189,,2020-01-06,,,,,Sales,25.29,GDP,25.28552,GDP,,,,,,,
190,,2020-01-06,,,,,Tips,30.95,GDP,30.94598,GDP,,,,,,,
191,,2020-01-06,,,,,Sales,19.31,GDP,19.30526,GDP,,,,,,,
192,,2020-01-06,,,,,Sales,32.14,GDP,32.1399,GDP,,,,,,,
193,,2020-01-06,,,,,Sales,19.92,GDP,19.92354,GDP,,,,,,,
194,,2020-01-06,,,,,Sales,11.09,GDP,11.0864,GDP,,,,,,,
195,,2020-01-06,,,,,Sales,10.25,GDP,10.25492,GDP,,,,,,,
196,,2020-01-06,,,,,Sales,32.2,GDP,32.20386,GDP,,,,,,,
197,,2020-01-06,,,,,Sales,26.05,GDP,26.05304,GDP,,,,,,,
198,,2020-01-06,,,,,Sales,10.99,GDP,10.99046,GDP,,,,,,,
199,,2020-01-06,,,,,Sales,8.6,GDP,8.60262,GDP,,,,,,,
200,,2020-01-06,,,,,Labor & Benefits Cost,-327.03,GDP,-327.03286,GDP,,,,,,,
201,,2020-01-06,,,,,Sales,36.02,GDP,36.02014,GDP,,,,,,,
202,,2020-01-06,,,,,Tips,21.99,GDP,21.99158,GDP,,,,,,,
203,,2020-01-06,,,,,Sales,32.32,GDP,32.32112,GDP,,,,,,,
204,,2020-01-06,,,,,Sales,29.61,GDP,29.61348,GDP,,,,,,,
205,,2020-01-06,,,,,Sales,23.83,GDP,23.8251,GDP,,,,,,,
206,,2020-01-07,,,,,Sales,10.29,GDP,10.2869,GDP,,,,,,,
207,,2020-01-07,,,,,Sales,31.47,GDP,31.46832,GDP,,,,,,,
208,,2020-01-07,,,,,Sales,13.21,GDP,13.20774,GDP,,,,,,,
209,,2020-01-07,,,,,Sales,11.61,GDP,11.60874,GDP,,,,,,,
210,,2020-01-07,,,,,Sales,14.06,GDP,14.06054,GDP,,,,,,,
211,,2020-01-07,,,,,Sales,16.03,GDP,16.03264,GDP,,,,,,,
212,,2020-01-07,,,,,Sales,36.59,GDP,36.58512,GDP,,,,,,,
213,,2020-01-07,,,,,Sales,27.63,GDP,27.63072,GDP,,,,,,,
214,,2020-01-07,,,,,Sales,14.33,GDP,14.32704,GDP,,,,,,,
215,,2020-01-07,,,,,Sales,11.93,GDP,11.92854,GDP,,,,,,,
216,,2020-01-07,,,,,Sales,31.69,GDP,31.69218,GDP,,,,,,,
217,,2020-01-07,,,,,Sales,36.03,GDP,36.0308,GDP,,,,,,,
218,,2020-01-07,,,,,Sales,29.36,GDP,29.35764,GDP,,,,,,,
219,,2020-01-07,,,,,Sales,14.75,GDP,14.75344,GDP,,,,,,,
220,,2020-01-07,,,,,Food and Beverage Cost,-280.45,GDP,-280.45248,GDP,,,,,,,
221,,2020-01-07,,,,,Sales,5.88,GDP,5.88432,GDP,,,,,,,
222,,2020-01-07,,,,,Sales,12.82,GDP,12.82398,GDP,,,,,,,
223,,2020-01-07,,,,,Sales,31.31,GDP,31.30842,GDP,,,,,,,
224,,2020-01-07,,,,,Sales,18.3,GDP,18.30322,GDP,,,,,,,
225,,2020-01-07,,,,,Sales,32.07,GDP,32.06528,GDP,,,,,,,
226,,2020-01-07,,,,,Tips,31.68,GDP,31.68152,GDP,,,,,,,
227,,2020-01-07,,,,,Sales,35.56,GDP,35.56176,GDP,,,,,,,
228,,2020-01-07,,,,,Sales,18.88,GDP,18.87886,GDP,,,,,,,
229,,2020-01-07,,,,,Sales,36.57,GDP,36.57446,GDP,,,,,,,
230,,2020-01-07,,,,,Sales,34.96,GDP,34.9648,GDP,,,,,,,
231,,2020-01-07,,,,,Tips,7.46,GDP,7.462,GDP,,,,,,,
232,,2020-01-07,,,,,Sales,7.39,GDP,7.38738,GDP,,,,,,,
233,,2020-01-07,,,,,Sales,15.38,GDP,15.38238,GDP,,,,,,,
234,,2020-01-07,,,,,Tips,29.75,GDP,29.75206,GDP,,,,,,,
235,,2020-01-07,,,,,Sales,27.89,GDP,27.88656,GDP,,,,,,,
236,,2020-01-07,,,,,Tips,26.68,GDP,26.68198,GDP,,,,,,,
237,,2020-01-07,,,,,Sales,8.39,GDP,8.38942,GDP,,,,,,,
238,,2020-01-07,,,,,Sales,14.39,GDP,14.391,GDP,,,,,,,
239,,2020-01-07,,,,,Sales,30.9,GDP,30.90334,GDP,,,,,,,
240,,2020-01-07,,,,,Labor & Benefits Cost,-269.55,GDP,-269.5539,GDP,,,,,,,
241,,2020-01-07,,,,,Sales,29.82,GDP,29.81602,GDP,,,,,,,
242,,2020-01-07,,,,,Sales,21.05,GDP,21.0535,GDP,,,,,,,
243,,2020-01-08,,,,,Sales,19.19,GDP,19.188,GDP,,,,,,,
244,,2020-01-08,,,,,Tips,27.69,GDP,27.69468,GDP,,,,,,,
245,,2020-01-08,,,,,Sales,28.86,GDP,28.85662,GDP,,,,,,,
246,,2020-01-08,,,,,Sales,30.47,GDP,30.46628,GDP,,,,,,,
247,,2020-01-08,,,,,Sales,34.47,GDP,34.47444,GDP,,,,,,,
248,,2020-01-08,,,,,Sales,30.85,GDP,30.85004,GDP,,,,,,,
249,,2020-01-08,,,,,Sales,10.35,GDP,10.35086,GDP,,,,,,,
250,,2020-01-08,,,,,Sales,29.73,GDP,29.73074,GDP,,,,,,,
251,,2020-01-08,,,,,Sales,8.98,GDP,8.97572,GDP,,,,,,,
252,,2020-01-08,,,,,Sales,35.77,GDP,35.77496,GDP,,,,,,,
253,,2020-01-08,,,,,Sales,16.96,GDP,16.96006,GDP,,,,,,,
254,,2020-01-08,,,,,Sales,13.93,GDP,13.93262,GDP,,,,,,,
255,,2020-01-08,,,,,Sales,33.77,GDP,33.77088,GDP,,,,,,,
256,,2020-01-08,,,,,Sales,31.24,GDP,31.24446,GDP,,,,,,,
257,,2020-01-08,,,,,Sales,31.81,GDP,31.80944,GDP,,,,,,,
258,,2020-01-08,,,,,Sales,37.24,GDP,37.23538,GDP,,,,,,,
259,,2020-01-08,,,,,Sales,6.94,GDP,6.93966,GDP,,,,,,,
260,,2020-01-08,,,,,Labor & Benefits Cost,-333.63,GDP,-333.63022,GDP,,,,,,,
261,,2020-01-08,,,,,Tips,11.91,GDP,11.90722,GDP,,,,,,,
262,,2020-01-08,,,,,Tips,7.64,GDP,7.64322,GDP,,,,,,,
263,,2020-01-08,,,,,Sales,19.61,GDP,19.6144,GDP,,,,,,,
264,,2020-01-08,,,,,Sales,14.16,GDP,14.15648,GDP,,,,,,,
265,,2020-01-08,,,,,Sales,20.88,GDP,20.88294,GDP,,,,,,,
266,,2020-01-08,,,,,Sales,32.64,GDP,32.64092,GDP,,,,,,,
267,,2020-01-08,,,,,Sales,22.91,GDP,22.90834,GDP,,,,,,,
268,,2020-01-08,,,,,Sales,29.3,GDP,29.30434,GDP,,,,,,,
269,,2020-01-08,,,,,Tips,31.73,GDP,31.73482,GDP,,,,,,,
270,,2020-01-08,,,,,Sales,8.36,GDP,8.35744,GDP,,,,,,,
271,,2020-01-08,,,,,Sales,7.43,GDP,7.43002,GDP,,,,,,,
272,,2020-01-08,,,,,Sales,14.86,GDP,14.86004,GDP,,,,,,,
273,,2020-01-08,,,,,Tips,7.57,GDP,7.5686,GDP,,,,,,,
274,,2020-01-08,,,,,Sales,13.71,GDP,13.70876,GDP,,,,,,,
275,,2020-01-08,,,,,Sales,13.76,GDP,13.76206,GDP,,,,,,,
276,,2020-01-08,,,,,Sales,35.87,GDP,35.8709,GDP,,,,,,,
277,,2020-01-08,,,,,Sales,6.26,GDP,6.25742,GDP,,,,,,,
278,,2020-01-08,,,,,Sales,8.25,GDP,8.25084,GDP,,,,,,,
279,,2020-01-08,,,,,Sales,14.55,GDP,14.5509,GDP,,,,,,,
280,,2020-01-09,,,,,Labor & Benefits Cost,-409.34,GDP,-409.33816,GDP,,,,,,,
281,,2020-01-09,,,,,Tips,6.08,GDP,6.0762,GDP,,,,,,,
282,,2020-01-09,,,,,Sales,35.87,GDP,35.8709,GDP,,,,,,,
283,,2020-01-09,,,,,Sales,6.99,GDP,6.99296,GDP,,,,,,,
284,,2020-01-09,,,,,Tips,5.64,GDP,5.63914,GDP,,,,,,,
285,,2020-01-09,,,,,Sales,18.5,GDP,18.4951,GDP,,,,,,,
286,,2020-01-09,,,,,Tips,31.03,GDP,31.03126,GDP,,,,,,,
287,,2020-01-09,,,,,Sales,36.19,GDP,36.1907,GDP,,,,,,,
288,,2020-01-09,,,,,Sales,5.68,GDP,5.68178,GDP,,,,,,,
289,,2020-01-09,,,,,Sales,29.14,GDP,29.14444,GDP,,,,,,,
290,,2020-01-09,,,,,Sales,22.46,GDP,22.46062,GDP,,,,,,,
291,,2020-01-09,,,,,Sales,36.34,GDP,36.33994,GDP,,,,,,,
292,,2020-01-09,,,,,Sales,5.59,GDP,5.58584,GDP,,,,,,,
293,,2020-01-09,,,,,Tips,24.9,GDP,24.90176,GDP,,,,,,,
294,,2020-01-09,,,,,Sales,16.64,GDP,16.64026,GDP,,,,,,,
295,,2020-01-09,,,,,Sales,15.67,GDP,15.6702,GDP,,,,,,,
296,,2020-01-09,,,,,Sales,29.07,GDP,29.06982,GDP,,,,,,,
297,,2020-01-09,,,,,Sales,17.71,GDP,17.70626,GDP,,,,,,,
298,,2020-01-09,,,,,Sales,12.99,GDP,12.99454,GDP,,,,,,,
299,,2020-01-09,,,,,Tips,11.78,GDP,11.7793,GDP,,,,,,,
300,,2020-01-09,,,,,Marketing,-241.98,GDP,-241.97866,GDP,,,,,,,
301,,2020-01-09,,,,,Sales,7.36,GDP,7.3554,GDP,,,,,,,
302,,2020-01-09,,,,,Sales,11.19,GDP,11.193,GDP,,,,,,,
303,,2020-01-09,,,,,Sales,34.35,GDP,34.34652,GDP,,,,,,,
304,,2020-01-09,,,,,Sales,19.51,GDP,19.5078,GDP,,,,,,,
305,,2020-01-10,,,,,Sales,29.71,GDP,29.70942,GDP,,,,,,,
306,,2020-01-10,,,,,Sales,24.38,GDP,24.37942,GDP,,,,,,,
307,,2020-01-10,,,,,Sales,28.57,GDP,28.5688,GDP,,,,,,,
308,,2020-01-10,,,,,Sales,22.92,GDP,22.919,GDP,,,,,,,
309,,2020-01-10,,,,,Sales,26.82,GDP,26.82056,GDP,,,,,,,
310,,2020-01-10,,,,,Sales,27.77,GDP,27.7693,GDP,,,,,,,
311,,2020-01-10,,,,,Sales,15,GDP,14.99862,GDP,,,,,,,
312,,2020-01-10,,,,,Sales,36.02,GDP,36.02014,GDP,,,,,,,
313,,2020-01-10,,,,,Sales,34.9,GDP,34.90084,GDP,,,,,,,
314,,2020-01-10,,,,,Sales,10.52,GDP,10.52142,GDP,,,,,,,
315,,2020-01-10,,,,,Sales,34.51,GDP,34.50642,GDP,,,,,,,
316,,2020-01-10,,,,,Sales,22.45,GDP,22.44996,GDP,,,,,,,
317,,2020-01-10,,,,,Tips,23.96,GDP,23.96368,GDP,,,,,,,
318,,2020-01-10,,,,,Sales,27.69,GDP,27.69468,GDP,,,,,,,
319,,2020-01-10,,,,,Sales,12.06,GDP,12.05646,GDP,,,,,,,
320,,2020-01-10,,,,,Labor & Benefits Cost,-270.78,GDP,-270.78282,GDP,,,,,,,
321,,2020-01-10,,,,,Sales,11.31,GDP,11.31026,GDP,,,,,,,
322,,2020-01-10,,,,,Sales,10.34,GDP,10.3402,GDP,,,,,,,
323,,2020-01-10,,,,,Sales,11.68,GDP,11.68336,GDP,,,,,,,
324,,2020-01-10,,,,,Sales,31.11,GDP,31.10588,GDP,,,,,,,
325,,2020-01-10,,,,,Sales,12.89,GDP,12.88794,GDP,,,,,,,
